,Edge_start,Edge_end,Capacity
1137,68205o,73312i,10
1138,80986i,80986o,10
1139,69708o,62802i,10
1140,65904o,66050i,10
1141,13417o,13334i,10
1142,83725i,83725o,10
1143,8979o,8904i,10
1144,77503i,77503o,10
1145,3509o,3467i,10
1146,43406o,30601i,10
1147,23101i,23101o,10
1148,73106o,73312i,10
1149,19489i,19489o,10
1150,1107o,273i,10
1151,83394o,83410i,10
1152,12369i,12369o,10
1153,68205o,73700i,10
1154,48827i,48827o,10
1155,53850o,54007i,10
1156,28100o,26104i,10
1157,74658o,74583i,10
1158,32607i,32607o,10
1159,82586i,82586o,10
1160,74658o,74633i,10
1161,18408o,18374i,10
1162,6098o,5900i,10
1163,42200i,42200o,10
1164,24638i,24638o,10
1165,46805i,46805o,10
1166,79467o,62802i,10
1167,12807o,12963i,10
1168,48355o,48736i,10
1169,45682o,71860i,10
1170,64451i,64451o,10
1171,39206i,39206o,10
1172,39875o,39008i,10
1173,83246o,65144i,10
1174,12252o,11809i,10
1175,73908o,75309i,10
1176,13334i,13334o,10
1177,73700i,73700o,10
1178,20743o,20909i,10
1179,30601o,29645i,10
1180,22442o,22202i,10
1181,19703o,19794i,10
1182,26211i,26211o,10
1183,6098i,6098o,10
1184,36103o,34835i,10
1185,66050o,65904i,10
1186,24430o,25403i,10
1187,25403i,25403o,10
1188,83105o,83022i,10
1189,32201o,32904i,10
1190,30601o,43406i,10
1191,58784o,60103i,10
1192,78345o,80416i,10
1193,15008o,2477i,10
1194,59105i,59105o,10
1195,65003o,65243i,10
1196,50500o,51508i,10
1197,64899o,79467i,10
1198,28472o,30601i,10
1199,7112o,18408i,10
1200,80416o,78907i,10
1201,25809o,28100i,10
1202,29223o,29108i,10
1203,19703i,19703o,10
1204,80416o,73312i,10
1205,14407o,16402i,10
1206,41202o,41277i,10
1207,73312o,68205i,10
1208,66449o,66407i,10
1209,258468i,258468o,10
1210,33605i,33605o,10
1211,48033o,48355i,10
1212,14407o,14514i,10
1213,47704i,47704o,10
1214,280397o,66589i,10
1215,34835i,34835o,10
1216,67462o,56903i,10
1217,66142o,66134i,10
1218,82578o,82586i,10
1219,65243o,65003i,10
1220,80630o,80416i,10
1221,76000o,77107i,10
1222,59808i,59808o,10
1223,19703o,19844i,10
1224,7112o,7500i,10
1225,54908o,54817i,10
1226,83535i,83535o,10
1227,1404o,1560i,10
1228,79806o,79657i,10
1229,61705i,61705o,10
1230,66589i,66589o,10
1231,51102o,50906i,10
1232,50666i,50666o,10
1233,82404i,82404o,10
1234,32201o,33100i,10
1235,75309o,33506i,10
1236,14407o,16188i,10
1237,8961o,8979i,10
1238,1107i,1107o,10
1239,29223o,14548i,10
1240,5900o,5942i,10
1241,22442o,38653i,10
1242,70201o,69708i,10
1243,58974o,60103i,10
1244,83758o,83600i,10
1245,32524o,32201i,10
1246,55665o,55806i,10
1247,77834i,77834o,10
1248,24000o,279919i,10
1249,46805o,32540i,10
1250,32433o,32904i,10
1251,60103o,42606i,10
1252,56523o,56408i,10
1253,10900i,10900o,10
1254,38307o,24737i,10
1255,47258o,46409i,10
1256,48736i,48736o,10
1257,10827o,12369i,10
1258,30601o,26104i,10
1259,60608o,61903i,10
1260,233222o,39404i,10
1261,28803o,28969i,10
1262,45906o,45476i,10
1263,33191o,32201i,10
1264,20719o,20743i,10
1265,83501o,83394i,10
1266,64303i,64303o,10
1267,33100o,32201i,10
1268,1024o,1008i,10
1269,81067i,81067o,10
1270,34835o,36103i,10
1271,3517o,2204i,10
1272,80416o,79467i,10
1273,56903o,67462i,10
1274,34868o,33563i,10
1275,40030o,39974i,10
1276,42200o,42127i,10
1277,68700o,68205i,10
1278,3517o,3467i,10
1279,39776i,39776o,10
1280,30601o,33100i,10
1281,258468o,258467i,10
1282,10934i,10934o,10
1283,78907o,79020i,10
1284,18374o,18408i,10
1285,37226o,22442i,10
1286,32201o,36103i,10
1287,8086o,23101i,10
1288,81901i,81901o,10
1289,56424o,59808i,10
1290,84434o,83261i,10
1291,7500o,7302i,10
1292,13003o,14043i,10
1293,26161o,26104i,10
1294,27912o,27805i,10
1295,69823o,73106i,10
1296,37226i,37226o,10
1297,41277o,54205i,10
1298,59576o,59675i,10
1299,8474o,17202i,10
1300,48504o,33902i,10
1301,83261i,83261o,10
1302,36939o,36459i,10
1303,82446i,82446o,10
1304,38885o,39206i,10
1305,3905o,3632i,10
1306,53009o,54205i,10
1307,33506o,64899i,10
1308,57703o,56408i,10
1309,47605i,47605o,10
1310,83261o,84434i,10
1311,83600o,83725i,10
1312,79657o,79905i,10
1313,46565o,46581i,10
1314,38653o,38885i,10
1315,33506o,34207i,10
1316,47886o,47829i,10
1317,20503i,20503o,10
1318,65144o,65094i,10
1319,7583i,7583o,10
1320,79020o,78980i,10
1321,51805o,53850i,10
1322,68205o,68403i,10
1323,73312o,73700i,10
1324,38653o,7500i,10
1325,18200o,14514i,10
1326,179223o,67900i,10
1327,64808i,64808o,10
1328,25205o,25353i,10
1329,82073o,82099i,10
1330,36707o,36939i,10
1331,44305o,42606i,10
1332,83535o,83584i,10
1333,79806i,79806o,10
1334,56697o,56606i,10
1335,59691o,45906i,10
1336,57307o,57943i,10
1337,9233o,22004i,10
1338,64899i,64899o,10
1339,37507o,37911i,10
1340,32706o,32607i,10
1341,71860i,71860o,10
1342,26500o,26708i,10
1343,7872o,7112i,10
1344,4408o,5108i,10
1345,179221o,75507i,10
1346,22905o,7872i,10
1347,58271o,60103i,10
1348,29181o,29405i,10
1349,54403o,60103i,10
1350,33902o,33563i,10
1351,13334o,851i,10
1352,56713o,56408i,10
1353,26211o,27201i,10
1354,45906i,45906o,10
1355,32201o,33191i,10
1356,6304o,6098i,10
1357,38653o,39008i,10
1358,25403o,25205i,10
1359,50021o,50104i,10
1360,27912i,27912o,10
1361,3004o,3905i,10
1362,39909o,39404i,10
1363,25353i,25353o,10
1364,42127o,42200i,10
1365,10827o,10603i,10
1366,25353o,25387i,10
1367,50021o,48736i,10
1368,67009o,68882i,10
1369,82487i,82487o,10
1370,5108o,4705i,10
1371,25205i,25205o,10
1372,83022i,83022o,10
1373,39743o,39776i,10
1374,36103i,36103o,10
1375,36459o,38653i,10
1376,42606o,60103i,10
1377,40949o,251575i,10
1378,26161o,27300i,10
1379,12872i,12872o,10
1380,62653i,62653o,10
1381,61705o,70201i,10
1382,61903i,61903o,10
1383,14043i,14043o,10
1384,25353o,25205i,10
1385,83105i,83105o,10
1386,19844i,19844o,10
1387,54817i,54817o,10
1388,67066o,67009i,10
1389,12369o,12336i,10
1390,179193o,50906i,10
1391,81703o,81786i,10
1392,260653i,260653o,10
1393,21808i,21808o,10
1394,79657i,79657o,10
1395,30809o,18705i,10
1396,13417i,13417o,10
1397,54528o,54403i,10
1398,10827i,10827o,10
1399,25205o,25403i,10
1400,48355i,48355o,10
1401,66142o,258468i,10
1402,11809o,12336i,10
1403,83220o,83105i,10
1404,65466i,65466o,10
1405,21600o,21501i,10
1406,13003i,13003o,10
1407,40832i,40832o,10
1408,81265i,81265o,10
1409,79467o,64303i,10
1410,61200o,61341i,10
1411,62802o,33506i,10
1412,73502o,73312i,10
1413,51102o,179193i,10
1414,82032o,81901i,10
1415,65466o,262835i,10
1416,14407i,14407o,10
1417,1560i,1560o,10
1418,44008o,45906i,10
1419,50104o,262848i,10
1420,70201o,71407i,10
1421,71407o,70201i,10
1422,18408o,17202i,10
1423,61572o,71407i,10
1424,46789o,46805i,10
1425,82586o,82578i,10
1426,77701o,77503i,10
1427,68882o,68205i,10
1428,32201i,32201o,10
1429,48827o,47605i,10
1430,258708i,258708o,10
1431,84301o,83261i,10
1432,2204o,29405i,10
1433,251575o,40998i,10
1434,33506o,34165i,10
1435,39206o,39321i,10
1436,24737i,24737o,10
1437,10934o,8151i,10
1438,64808o,63073i,10
1439,8474o,8409i,10
1440,79467i,79467o,10
1441,1008i,1008o,10
1442,264954o,46706i,10
1443,45245o,19489i,10
1444,46458i,46458o,10
1445,68205o,68882i,10
1446,19703o,21501i,10
1447,79020i,79020o,10
1448,21808o,38653i,10
1449,83584i,83584o,10
1450,33506o,33472i,10
1451,24737o,38307i,10
1452,48231o,63552i,10
1453,38653o,22442i,10
1454,14308o,29215i,10
1455,73908o,73312i,10
1456,77834o,77503i,10
1457,56408o,56523i,10
1458,36459i,36459o,10
1459,54403o,54528i,10
1460,68205o,69203i,10
1461,73312i,73312o,10
1462,54551o,55103i,10
1463,81232o,81208i,10
1464,34207i,34207o,10
1465,25387o,39776i,10
1466,8409i,8409o,10
1467,30601i,30601o,10
1468,8607i,8607o,10
1469,3467i,3467o,10
1470,45906o,44008i,10
1471,51177o,50666i,10
1472,76000o,76109i,10
1473,21808o,22004i,10
1474,251561o,46565i,10
1475,36103o,34207i,10
1476,53280i,53280o,10
1477,16188o,14407i,10
1478,251555o,46706i,10
1479,65532i,65532o,10
1480,79467o,80416i,10
1481,73908o,77503i,10
1482,30601o,28803i,10
1483,51946o,51862i,10
1484,4408o,4135i,10
1485,49809o,50021i,10
1486,37911i,37911o,10
1487,79467o,64899i,10
1488,83246i,83246o,10
1489,66589o,66449i,10
1490,80986o,81067i,10
1491,21808o,22905i,10
1492,45401o,45476i,10
1493,8607o,7112i,10
1494,66449i,66449o,10
1495,30809o,30601i,10
1496,80630i,80630o,10
1497,39321o,49809i,10
1498,45617o,45401i,10
1499,69203i,69203o,10
1500,67900o,179223i,10
1501,29405o,2204i,10
1502,44008o,59675i,10
1503,45617o,45682i,10
1504,3004i,3004o,10
1505,73312o,73502i,10
1506,34603o,32904i,10
1507,62109o,58271i,10
1508,9456i,9456o,10
1509,38307i,38307o,10
1510,179212o,25809i,10
1511,46409i,46409o,10
1512,233222i,233222o,10
1513,68403i,68403o,10
1514,59808o,60103i,10
1515,38307o,37911i,10
1516,26161i,26161o,10
1517,5900o,6098i,10
1518,48959i,48959o,10
1519,179221i,179221o,10
1520,264970o,48355i,10
1521,47829o,47886i,10
1522,60103i,60103o,10
1523,50104i,50104o,10
1524,28472i,28472o,10
1525,79905o,80416i,10
1526,27805o,25809i,10
1527,58974i,58974o,10
1528,78980i,78980o,10
1529,60103o,60608i,10
1530,51805i,51805o,10
1531,83410o,81786i,10
1532,68403o,68205i,10
1533,57943o,57307i,10
1534,33506o,33605i,10
1535,24158i,24158o,10
1536,73312o,80416i,10
1537,7872i,7872o,10
1538,4705o,4952i,10
1539,55632i,55632o,10
1540,21808o,22442i,10
1541,2204o,1107i,10
1542,30205i,30205o,10
1543,82552o,82578i,10
1544,50484i,50484o,10
1545,61200i,61200o,10
1546,64899o,74658i,10
1547,8995o,8607i,10
1548,67900o,68700i,10
1549,8086o,7872i,10
1550,11809i,11809o,10
1551,62802o,63073i,10
1552,21428i,21428o,10
1553,25387o,25353i,10
1554,14761o,15008i,10
1555,8995i,8995o,10
1556,12336i,12336o,10
1557,75309o,75424i,10
1558,57943i,57943o,10
1559,54817o,54908i,10
1560,48504i,48504o,10
1561,258467i,258467o,10
1562,82404o,82446i,10
1563,48033o,48181i,10
1564,40808i,40808o,10
1565,30007o,28472i,10
1566,75309o,64899i,10
1567,40832o,40808i,10
1568,59691o,59576i,10
1569,2477i,2477o,10
