,Edge_start,Edge_end,Capacity
1147,34165o,33506i,1
1148,26211i,26211o,1
1149,30601o,27201i,1
1150,14407o,14548i,1
1151,32433o,32904i,1
1152,28472o,30007i,1
1153,7534i,7534o,1
1154,20719i,20719o,1
1155,264970o,48355i,1
1156,61341o,45401i,1
1157,48355o,48736i,1
1158,48827o,48801i,1
1159,19190i,19190o,1
1160,77701o,80416i,1
1161,51862o,51946i,1
1162,81232i,81232o,1
1163,78535o,258708i,1
1164,73502i,73502o,1
1165,40808i,40808o,1
1166,12252i,12252o,1
1167,80986i,80986o,1
1168,24737i,24737o,1
1169,53009o,53280i,1
1170,258468o,258467i,1
1171,24802o,24893i,1
1172,8961i,8961o,1
1173,179212i,179212o,1
1174,74633o,74658i,1
1175,21808o,22905i,1
1176,8607o,7112i,1
1177,233222i,233222o,1
1178,81786i,81786o,1
1179,44420o,44305i,1
1180,54551o,55806i,1
1181,12252o,11809i,1
1182,179193o,51102i,1
1183,8474i,8474o,1
1184,1560o,1024i,1
1185,64303o,64451i,1
1186,48355o,264970i,1
1187,79657o,80630i,1
1188,27300o,27805i,1
1189,26104o,28100i,1
1190,4101i,4101o,1
1191,84434i,84434o,1
1192,32003o,30809i,1
1193,68403o,68205i,1
1194,7500o,7534i,1
1195,51508o,50500i,1
1196,48801i,48801o,1
1197,12336o,11809i,1
1198,50906o,51102i,1
1199,50500o,50609i,1
1200,56713i,56713o,1
1201,53009o,54007i,1
1202,78535o,265251i,1
1203,38653o,39008i,1
1204,62802o,63073i,1
1205,36103o,38885i,1
1206,8904o,8979i,1
1207,25353o,25387i,1
1208,262835i,262835o,1
1209,59691o,45906i,1
1210,25387i,25387o,1
1211,13334o,13417i,1
1212,61705o,60608i,1
1213,60103i,60103o,1
1214,19489o,19430i,1
1215,46706o,46565i,1
1216,46458i,46458o,1
1217,82586o,82578i,1
1218,33100o,30601i,1
1219,50948o,50807i,1
1220,81067i,81067o,1
1221,59576i,59576o,1
1222,62802o,71407i,1
1223,79467i,79467o,1
1224,81067o,80986i,1
1225,83261o,84434i,1
1226,29108o,29181i,1
1227,36939o,38653i,1
1228,54551i,54551o,1
1229,65532o,65466i,1
1230,81604o,81125i,1
1231,43406o,30601i,1
1232,14407o,16188i,1
1233,83105o,83261i,1
1234,42200i,42200o,1
1235,24638o,24539i,1
1236,32706i,32706o,1
1237,83725o,83584i,1
1238,67462i,67462o,1
1239,65466o,262835i,1
1240,54528i,54528o,1
1241,11809o,12336i,1
1242,32904o,32433i,1
1243,36459i,36459o,1
1244,1560i,1560o,1
1245,47258o,47605i,1
1246,19703o,18705i,1
1247,47704o,47829i,1
1248,851o,13334i,1
1249,79020o,78907i,1
1250,79905o,80630i,1
1251,21204o,21428i,1
1252,25353i,25353o,1
1253,73106i,73106o,1
1254,19901o,19794i,1
1255,6098o,6304i,1
1256,40030i,40030o,1
1257,4408o,3905i,1
1258,55806o,55665i,1
1259,75507i,75507o,1
1260,81125i,81125o,1
1261,69203o,76000i,1
1262,33506o,34603i,1
1263,27912o,27805i,1
1264,39974i,39974o,1
1265,9456i,9456o,1
1266,8995i,8995o,1
1267,15529o,15354i,1
1268,6098o,5900i,1
1269,73700o,75903i,1
1270,81265o,82669i,1
1271,21204i,21204o,1
1272,58974i,58974o,1
1273,49809o,50021i,1
1274,82586i,82586o,1
1275,79020o,78980i,1
1276,73908o,77503i,1
1277,40832o,40808i,1
1278,65144o,83246i,1
1279,24539i,24539o,1
1280,13904o,26500i,1
1281,60608o,71407i,1
1282,68205o,73700i,1
1283,44305i,44305o,1
1284,22442o,36103i,1
1285,19901o,20719i,1
1286,83410o,81786i,1
1287,16402o,14407i,1
1288,24158o,24133i,1
1289,78345i,78345o,1
1290,73312o,69823i,1
1291,56697o,56606i,1
1292,3004o,14407i,1
1293,16717i,16717o,1
1294,77834o,77503i,1
1295,30122o,33100i,1
1296,15008o,2477i,1
1297,77503i,77503o,1
1298,50104o,50021i,1
1299,34603o,36103i,1
1300,60103o,60269i,1
1301,62802o,62653i,1
1302,19703o,19844i,1
1303,179212o,25809i,1
1304,26708i,26708o,1
1305,26161o,26104i,1
1306,84434o,84400i,1
1307,32359i,32359o,1
1308,20909o,21808i,1
1309,66407o,65003i,1
1310,36103o,38653i,1
1311,279919i,279919o,1
1312,14514o,18200i,1
1313,50021i,50021o,1
1314,13904o,14043i,1
1315,34165i,34165o,1
1316,44701o,30205i,1
1317,81208o,82669i,1
1318,279919o,24000i,1
1319,4135o,4101i,1
1320,14704o,14761i,1
1321,60103o,42606i,1
1322,18408o,17202i,1
1323,73700i,73700o,1
1324,24638i,24638o,1
1325,4101o,3905i,1
1326,179221o,75507i,1
1327,7112o,8607i,1
1328,75309i,75309o,1
1329,65243o,65003i,1
1330,34868o,34835i,1
1331,10900o,9233i,1
1332,33563i,33563o,1
1333,26211o,27201i,1
1334,38653o,36509i,1
1335,67009o,69708i,1
1336,46565i,46565o,1
1337,8995o,8607i,1
1338,70201o,69708i,1
1339,48355i,48355o,1
1340,41277i,41277o,1
1341,46409o,46565i,1
1342,32201o,33191i,1
1343,30601o,28803i,1
1344,71860o,45682i,1
1345,19794o,19703i,1
1346,28969o,28803i,1
1347,82669o,81208i,1
1348,51177o,50666i,1
1349,1404o,1560i,1
1350,1560o,1404i,1
1351,24802o,24000i,1
1352,60608o,60103i,1
1353,71555i,71555o,1
1354,47605o,46409i,1
1355,30007i,30007o,1
1356,45906o,44842i,1
1357,59048o,58974i,1
1358,7112o,7302i,1
1359,13904i,13904o,1
1360,30809o,30601i,1
1361,45245o,44842i,1
1362,32359o,32607i,1
1363,32904o,34603i,1
1364,39206o,38653i,1
1365,32003i,32003o,1
1366,68205o,68882i,1
1367,60400o,60335i,1
1368,24000o,24802i,1
1369,23101i,23101o,1
1370,49205i,49205o,1
1371,80416o,78345i,1
1372,78907o,79020i,1
1373,66589i,66589o,1
1374,12336o,12369i,1
1375,36103o,34207i,1
1376,18838i,18838o,1
1377,61705i,61705o,1
1378,30601o,43406i,1
1379,80986o,81067i,1
1380,13334i,13334o,1
1381,1107i,1107o,1
1382,68700o,68205i,1
1383,25403i,25403o,1
1384,24133o,24158i,1
1385,19174o,32201i,1
1386,36103i,36103o,1
1387,48033o,48355i,1
1388,45245o,45906i,1
1389,38653o,36459i,1
1390,32201i,32201o,1
1391,54007i,54007o,1
1392,60103o,60608i,1
1393,57307o,57463i,1
1394,29181o,29108i,1
1395,83394o,83410i,1
1396,66407o,66449i,1
1397,54205i,54205o,1
1398,58784o,58651i,1
1399,76109i,76109o,1
1400,60103o,58974i,1
1401,42200o,53280i,1
1402,251575i,251575o,1
1403,45401o,45476i,1
1404,18408o,18374i,1
1405,67462o,56903i,1
1406,65003o,65243i,1
1407,65144i,65144o,1
1408,67066i,67066o,1
1409,9209o,10405i,1
1410,51805i,51805o,1
1411,58784o,60103i,1
1412,10405o,12609i,1
1413,24000o,279919i,1
1414,81901o,81679i,1
1415,57943i,57943o,1
1416,24737o,38307i,1
1417,20743i,20743o,1
1418,56408o,57703i,1
1419,57307i,57307o,1
1420,71407o,71555i,1
1421,69708i,69708o,1
1422,26500o,26708i,1
1423,45906i,45906o,1
1424,37507i,37507o,1
1425,30809o,18705i,1
1426,59576o,59105i,1
1427,16717o,19844i,1
1428,32904i,32904o,1
1429,83105o,83022i,1
1430,45682o,45617i,1
1431,46789o,46805i,1
1432,27805o,42002i,1
1433,46789o,46706i,1
1434,260653o,14308i,1
1435,36707o,36459i,1
1436,18705o,18408i,1
1437,32201o,36103i,1
1438,22202o,22442i,1
1439,61200o,61341i,1
1440,47258i,47258o,1
1441,279919o,24133i,1
1442,55103i,55103o,1
1443,74658o,74633i,1
1444,81125o,81067i,1
1445,81067o,81125i,1
1446,179223i,179223o,1
1447,68205i,68205o,1
1448,71407o,69708i,1
1449,4408o,4101i,1
1450,26104o,26146i,1
1451,57307o,57943i,1
1452,48959i,48959o,1
1453,28803i,28803o,1
1454,41558o,27912i,1
1455,33506o,33605i,1
1456,5256o,4705i,1
1457,34165o,34207i,1
1458,28472o,30601i,1
1459,46805o,46789i,1
1460,32524o,32540i,1
1461,22004o,9233i,1
1462,45906o,45476i,1
1463,33191o,33100i,1
1464,22442o,22202i,1
1465,22004o,21808i,1
1466,25353o,25205i,1
1467,5256o,6304i,1
1468,37911o,37507i,1
1469,21428i,21428o,1
1470,28803o,28969i,1
1471,7500i,7500o,1
1472,5900i,5900o,1
1473,73312i,73312o,1
1474,49205o,48181i,1
1475,8086o,23101i,1
1476,81208o,80630i,1
1477,5256o,5900i,1
1478,8979o,8961i,1
1479,40949i,40949o,1
1480,71555o,71407i,1
1481,32540i,32540o,1
1482,30601o,29108i,1
1483,40998i,40998o,1
1484,66407i,66407o,1
1485,19844i,19844o,1
1486,65144o,65094i,1
1487,251555o,46565i,1
1488,33605i,33605o,1
1489,79806o,80630i,1
1490,2204o,2477i,1
1491,82552o,82578i,1
1492,62802o,69708i,1
1493,261251i,261251o,1
1494,16188o,16139i,1
1495,12369o,12336i,1
1496,18705o,32003i,1
1497,66449i,66449o,1
1498,18705o,30809i,1
1499,46581o,264954i,1
1500,14308i,14308o,1
1501,48355o,48009i,1
1502,50500o,51508i,1
1503,57703o,54908i,1
1504,77107o,77834i,1
1505,38653o,36343i,1
1506,83246i,83246o,1
1507,19844o,19703i,1
1508,36939o,21808i,1
1509,78907o,265251i,1
1510,42127o,42002i,1
1511,67009i,67009o,1
1512,81901o,82032i,1
1513,76000o,75507i,1
1514,80630o,79806i,1
1515,82669i,82669o,1
1516,36509i,36509o,1
1517,73312o,73700i,1
1518,25403o,24430i,1
1519,53280o,42200i,1
1520,33506o,34207i,1
1521,62802o,79467i,1
1522,7583o,5942i,1
1523,8961o,8979i,1
1524,179223o,67900i,1
1525,79905o,80416i,1
1526,1024i,1024o,1
1527,60269o,60335i,1
1528,39008o,38653i,1
1529,8409o,8474i,1
1530,84400o,83261i,1
1531,28100i,28100o,1
1532,7302o,7112i,1
1533,30601o,26104i,1
1534,27201i,27201o,1
1535,32201o,32904i,1
1536,46706o,46789i,1
1537,36509o,36103i,1
1538,30601o,33100i,1
1539,80416o,77701i,1
1540,64808i,64808o,1
1541,7583i,7583o,1
1542,27300o,26161i,1
1543,58271i,58271o,1
1544,2204o,1107i,1
1545,78980i,78980o,1
1546,62653o,75424i,1
1547,79905i,79905o,1
1548,264954i,264954o,1
1549,26104i,26104o,1
1550,62109o,60103i,1
1551,14407o,14704i,1
1552,83725i,83725o,1
1553,18200i,18200o,1
1554,36459o,38653i,1
1555,78907o,80416i,1
1556,80416o,77107i,1
1557,65094o,65144i,1
1558,38653o,22442i,1
1559,83584o,83535i,1
1560,265251o,78535i,1
1561,80630o,80416i,1
1562,3004i,3004o,1
1563,29223o,29108i,1
1564,83261o,83105i,1
1565,24133i,24133o,1
1566,46409o,46458i,1
1567,46565o,47704i,1
1568,9456o,22202i,1
1569,14761o,14704i,1
