Station Name,Travel Time
Olsztyn Główny_i,0
Olsztyn Główny_o,3
Olsztyn Zachodni_i,1
Olsztyn Zachodni_o,25
Ostróda_i,1
Ostróda_o,19
Iława Główna_i,8
Iława Główna_o,21
Jabłonowo Pomorskie_i,1
Jabłonowo Pomorskie_o,12
Wąbrzeźno_i,1
Wąbrzeźno_o,8
Kowalewo Pomorskie_i,1
Kowalewo Pomorskie_o,15
Toruń Wschodni_i,1
Toruń Wschodni_o,3
Toruń Miasto_i,1
Toruń Miasto_o,4
Toruń Główny_i,6
Toruń Główny_o,22
Inowrocław_i,1
Inowrocław_o,17
Mogilno_i,2
Mogilno_o,17
Gniezno_i,3
Gniezno_o,30
Poznań Główny_i,25
Poznań Główny_o,24
Kościan_i,1
Kościan_o,15
Leszno_i,1
Leszno_o,18
Rawicz_i,1
Rawicz_o,9
Żmigród_i,1
Żmigród_o,12
Oborniki Śląskie_i,1
Oborniki Śląskie_o,13
Wrocław Mikołajów_i,1
Wrocław Mikołajów_o,5
Wrocław Główny_i,0
Wrocław Główny_o,528
