Station Name,Travel Time
Przemyśl Główny_i,5
Przemyśl Główny_o,3
Przemyśl Zasanie_i,1
Przemyśl Zasanie_o,13
Radymno_i,1
Radymno_o,9
Jarosław_i,1
Jarosław_o,9
Przeworsk_i,1
Przeworsk_o,12
Łańcut_i,1
Łańcut_o,11
Rzeszów Główny_i,3
Rzeszów Główny_o,13
Sędziszów Małopolski_i,1
Sędziszów Małopolski_o,5
Ropczyce_i,1
Ropczyce_o,8
Dębica_i,1
Dębica_o,18
Tarnów_i,3
Tarnów_o,13
Brzesko Okocim_i,1
Brzesko Okocim_o,8
Bochnia_i,1
Bochnia_o,19
Kraków Płaszów_i,1
Kraków Płaszów_o,6
Kraków Główny_i,11
Kraków Główny_o,16
Krzeszowice_i,1
Krzeszowice_o,8
Trzebinia_i,1
Trzebinia_o,9
Jaworzno Szczakowa_i,1
Jaworzno Szczakowa_o,9
Mysłowice_i,2
Mysłowice_o,10
Katowice_i,4
Katowice_o,14
Zabrze_i,1
Zabrze_o,7
Gliwice_i,4
Gliwice_o,25
Strzelce Opolskie_i,2
Strzelce Opolskie_o,20
Opole Główne_i,6
Opole Główne_o,19
Brzeg_i,3
Brzeg_o,9
Oława_i,9
Oława_o,19
Wrocław Główny_i,0
Wrocław Główny_o,415
