Station Name,Travel Time
Gdynia Główna_i,7
Gdynia Główna_o,8
Sopot_i,2
Sopot_o,4
Gdańsk Oliwa_i,2
Gdańsk Oliwa_o,4
Gdańsk Wrzeszcz_i,2
Gdańsk Wrzeszcz_o,5
Gdańsk Główny_i,4
Gdańsk Główny_o,18
Tczew_i,2
Tczew_o,12
Malbork_i,2
Malbork_o,20
Prabuty_i,8
Prabuty_o,17
Iława Główna_i,2
Iława Główna_o,31
Działdowo_i,2
Działdowo_o,9
Mława_i,2
Mława_o,16
Ciechanów_i,1
Ciechanów_o,32
Nowy Dwór Mazowiecki_i,2
Nowy Dwór Mazowiecki_o,8
Legionowo_i,1
Legionowo_o,13
Warszawa Wschodnia_i,3
Warszawa Wschodnia_o,6
Warszawa Centralna_i,7
Warszawa Centralna_o,4
Warszawa Zachodnia_i,2
Warszawa Zachodnia_o,55
Opoczno Południe_i,4
Opoczno Południe_o,30
Włoszczowa Północ_i,12
Włoszczowa Północ_o,36
Miechów_i,1
Miechów_o,30
Kraków Główny_i,28
Kraków Główny_o,34
Kalwaria Zebrzydowska Lanckorona_i,1
Kalwaria Zebrzydowska Lanckorona_o,23
Sucha Beskidzka Zamek_i,1
Sucha Beskidzka Zamek_o,6
Maków Podhalański_i,1
Maków Podhalański_o,25
Chabówka Stadion_i,1
Chabówka Stadion_o,31
Nowy Targ_i,10
Nowy Targ_o,14
Poronin_i,7
Poronin_o,7
Zakopane_i,0
Zakopane_o,506
