Station Name,Travel Time
Przemyśl Główny_i,5
Przemyśl Główny_o,25
Jarosław_i,1
Jarosław_o,11
Przeworsk_i,1
Przeworsk_o,14
Łańcut_i,1
Łańcut_o,12
Rzeszów Główny_i,4
Rzeszów Główny_o,29
Dębica_i,1
Dębica_o,21
Tarnów_i,2
Tarnów_o,16
Brzesko Okocim_i,1
Brzesko Okocim_o,9
Bochnia_i,1
Bochnia_o,22
Kraków Płaszów_i,1
Kraków Płaszów_o,6
Kraków Główny_i,9
Kraków Główny_o,21
Krzeszowice_i,1
Krzeszowice_o,11
Trzebinia_i,1
Trzebinia_o,12
Jaworzno Szczakowa_i,1
Jaworzno Szczakowa_o,21
Katowice_i,9
Katowice_o,17
Zabrze_i,1
Zabrze_o,7
Gliwice_i,5
Gliwice_o,1853
