Station Name,Travel Time
Gdynia Główna_i,5
Gdynia Główna_o,8
Sopot_i,1
Sopot_o,3
Gdańsk Oliwa_i,1
Gdańsk Oliwa_o,4
Gdańsk Wrzeszcz_i,1
Gdańsk Wrzeszcz_o,4
Gdańsk Główny_i,3
Gdańsk Główny_o,7
Pruszcz Gdański_i,8
Pruszcz Gdański_o,13
Tczew_i,1
Tczew_o,23
Smętowo_i,1
Smętowo_o,19
Laskowice Pomorskie_i,1
Laskowice Pomorskie_o,33
Bydgoszcz Główna_i,7
Bydgoszcz Główna_o,29
Inowrocław_i,1
Inowrocław_o,16
Mogilno_i,1
Mogilno_o,17
Gniezno_i,1
Gniezno_o,29
Poznań Główny_i,13
Poznań Główny_o,24
Opalenica_i,2
Opalenica_o,10
Nowy Tomyśl_i,2
Nowy Tomyśl_o,10
Zbąszyń_i,2
Zbąszyń_o,6
Zbąszynek_i,10
Zbąszynek_o,7
Babimost_i,1
Babimost_o,11
Sulechów_i,3
Sulechów_o,18
Zielona Góra Główna_i,0
Zielona Góra Główna_o,522
