Station Name,Travel Time
Bielsko-Biała Główna_i,0
Bielsko-Biała Główna_o,10
Czechowice-Dziedzice_i,1
Czechowice-Dziedzice_o,9
Pszczyna_i,4
Pszczyna_o,21
Tychy_i,1
Tychy_o,14
Katowice_i,6
Katowice_o,9
Sosnowiec Główny_i,1
Sosnowiec Główny_o,10
Dąbrowa Górnicza_i,3
Dąbrowa Górnicza_o,17
Zawiercie_i,1
Zawiercie_o,33
Włoszczowa Północ_i,1
Włoszczowa Północ_o,77
Warszawa Zachodnia_i,2
Warszawa Zachodnia_o,5
Warszawa Centralna_i,5
Warszawa Centralna_o,6
Warszawa Wschodnia_i,5
Warszawa Wschodnia_o,448
