Station Name,Travel Time
Kraków Główny_i,6
Kraków Główny_o,18
Krzeszowice_i,2
Krzeszowice_o,9
Trzebinia_i,1
Trzebinia_o,10
Jaworzno Szczakowa_i,1
Jaworzno Szczakowa_o,9
Mysłowice_i,4
Mysłowice_o,10
Katowice_i,2
Katowice_o,13
Zabrze_i,1
Zabrze_o,7
Gliwice_i,6
Gliwice_o,25
Kędzierzyn Koźle_i,1
Kędzierzyn Koźle_o,25
Głogówek_i,1
Głogówek_o,22
Prudnik_i,1
Prudnik_o,30
Nysa_i,1
Nysa_o,21
Otmuchów_i,1
Otmuchów_o,12
Paczków_i,1
Paczków_o,11
Kamieniec Ząbkowicki_i,3
Kamieniec Ząbkowicki_o,13
Ząbkowice Śląskie_i,1
Ząbkowice Śląskie_o,25
Dzierżoniów Śląski_i,1
Dzierżoniów Śląski_o,20
Świdnica Miasto_i,1
Świdnica Miasto_o,10
Jaworzyna Śląska_i,3
Jaworzyna Śląska_o,8
Świebodzice_i,1
Świebodzice_o,13
Wałbrzych Miasto_i,1
Wałbrzych Miasto_o,10
Wałbrzych Główny_i,1
Wałbrzych Główny_o,16
Sędzisław_i,1
Sędzisław_o,13
Janowice Wielkie_i,1
Janowice Wielkie_o,15
Jelenia Góra_i,0
Jelenia Góra_o,1509
