Station Name,Travel Time
Suchedniów_i,0
Suchedniów_o,7
Skarżysko Kamienna_i,1
Skarżysko Kamienna_o,26
Radom Główny_i,1
Radom Główny_o,23
Warka_i,1
Warka_o,15
Piaseczno_i,1
Piaseczno_o,9
Warszawa Służewiec_i,1
Warszawa Służewiec_o,8
Warszawa Zachodnia (Peron 9)_i,1
Warszawa Zachodnia (Peron 9)_o,3
Warszawa Młynów_i,1
Warszawa Młynów_o,4
Warszawa Gdańska_i,8
Warszawa Gdańska_o,11
Legionowo_i,1
Legionowo_o,8
Nowy Dwór Mazowiecki_i,1
Nowy Dwór Mazowiecki_o,27
Ciechanów_i,1
Ciechanów_o,14
Mława_i,1
Mława_o,1200
