Station Name,Travel Time
Szczecin Główny_i,4
Szczecin Główny_o,13
Szczecin Dąbie_i,4
Szczecin Dąbie_o,23
Stargard_i,2
Stargard_o,17
Chociwel_i,1
Chociwel_o,11
Runowo Pomorskie_i,1
Runowo Pomorskie_o,9
Łobez_i,1
Łobez_o,13
Świdwin_i,1
Świdwin_o,20
Białogard_i,1
Białogard_o,17
Koszalin_i,1
Koszalin_o,23
Sławno_i,2
Sławno_o,27
Słupsk_i,3
Słupsk_o,45
Lębork_i,1
Lębork_o,21
Wejherowo_i,7
Wejherowo_o,8
Rumia_i,2
Rumia_o,9
Gdynia Główna_i,3
Gdynia Główna_o,8
Sopot_i,2
Sopot_o,3
Gdańsk Oliwa_i,2
Gdańsk Oliwa_o,3
Gdańsk Wrzeszcz_i,2
Gdańsk Wrzeszcz_o,4
Gdańsk Główny_i,18
Gdańsk Główny_o,1744
