Station Name,Travel Time
Kraków Główny_i,0
Kraków Główny_o,34
Miechów_i,2
Miechów_o,39
Włoszczowa Północ_i,1
Włoszczowa Północ_o,33
Opoczno Południe_i,1
Opoczno Południe_o,64
Warszawa Zachodnia_i,2
Warszawa Zachodnia_o,5
Warszawa Centralna_i,5
Warszawa Centralna_o,6
Warszawa Wschodnia_i,3
Warszawa Wschodnia_o,19
Wołomin_i,1
Wołomin_o,10
Tłuszcz_i,1
Tłuszcz_o,12
Łochów_i,1
Łochów_o,17
Małkinia_i,1
Małkinia_o,14
Czyżew_i,1
Czyżew_o,12
Szepietowo_i,1
Szepietowo_o,21
Łapy_i,1
Łapy_o,15
Białystok Zielone Wzgórza_i,1
Białystok Zielone Wzgórza_o,3
Białystok_i,28
Białystok_o,33
Sokółka_i,1
Sokółka_o,22
Dąbrowa Białostocka_i,1
Dąbrowa Białostocka_o,23
Augustów_i,2
Augustów_o,24
Suwałki_i,25
Suwałki_o,28
Trakiszki_i,3
Trakiszki_o,15
Mockava_i,0
Mockava_o,439
