Station Name,Travel Time
Gdynia Główna_i,5
Gdynia Główna_o,7
Sopot_i,2
Sopot_o,3
Gdańsk Oliwa_i,2
Gdańsk Oliwa_o,4
Gdańsk Wrzeszcz_i,2
Gdańsk Wrzeszcz_o,4
Gdańsk Główny_i,3
Gdańsk Główny_o,19
Tczew_i,1
Tczew_o,42
Laskowice Pomorskie_i,1
Laskowice Pomorskie_o,31
Bydgoszcz Główna_i,8
Bydgoszcz Główna_o,28
Inowrocław_i,1
Inowrocław_o,16
Mogilno_i,1
Mogilno_o,16
Gniezno_i,1
Gniezno_o,30
Poznań Główny_i,10
Poznań Główny_o,23
Opalenica_i,1
Opalenica_o,11
Nowy Tomyśl_i,1
Nowy Tomyśl_o,10
Zbąszyń_i,1
Zbąszyń_o,5
Zbąszynek_i,2
Zbąszynek_o,7
Babimost_i,1
Babimost_o,11
Sulechów_i,7
Sulechów_o,18
Zielona Góra Główna_i,0
Zielona Góra Główna_o,1339
