Station Name,Travel Time
Olsztyn Główny_i,0
Olsztyn Główny_o,3
Olsztyn Zachodni_i,1
Olsztyn Zachodni_o,41
Morąg_i,1
Morąg_o,31
Pasłęk_i,1
Pasłęk_o,18
Elbląg_i,1
Elbląg_o,20
Malbork_i,2
Malbork_o,13
Tczew_i,1
Tczew_o,18
Gdańsk Główny_i,3
Gdańsk Główny_o,4
Gdańsk Wrzeszcz_i,2
Gdańsk Wrzeszcz_o,4
Gdańsk Oliwa_i,2
Gdańsk Oliwa_o,4
Sopot_i,1
Sopot_o,8
Gdynia Główna_i,9
Gdynia Główna_o,10
Rumia_i,1
Rumia_o,9
Wejherowo_i,1
Wejherowo_o,20
Lębork_i,1
Lębork_o,45
Słupsk_i,1
Słupsk_o,19
Sławno_i,1
Sławno_o,31
Koszalin_i,1
Koszalin_o,15
Białogard_i,1
Białogard_o,18
Świdwin_i,1
Świdwin_o,12
Łobez_i,1
Łobez_o,7
Runowo Pomorskie_i,1
Runowo Pomorskie_o,10
Chociwel_i,1
Chociwel_o,16
Stargard_i,1
Stargard_o,20
Szczecin Dąbie_i,1
Szczecin Dąbie_o,13
Szczecin Główny_i,5
Szczecin Główny_o,1547
