Station Name,Travel Time
Białystok_i,0
Białystok_o,4
Białystok Zielone Wzgórza_i,1
Białystok Zielone Wzgórza_o,13
Łapy_i,1
Łapy_o,20
Szepietowo_i,1
Szepietowo_o,10
Czyżew_i,1
Czyżew_o,11
Małkinia_i,1
Małkinia_o,13
Łochów_i,1
Łochów_o,10
Tłuszcz_i,1
Tłuszcz_o,8
Wołomin_i,1
Wołomin_o,16
Warszawa Wschodnia_i,2
Warszawa Wschodnia_o,6
Warszawa Centralna_i,5
Warszawa Centralna_o,4
Warszawa Zachodnia_i,2
Warszawa Zachodnia_o,18
Żyrardów_i,1
Żyrardów_o,12
Skierniewice_i,1
Skierniewice_o,18
Koluszki_i,1
Koluszki_o,12
Łódź Widzew_i,3
Łódź Widzew_o,9
Łódź Chojny_i,5
Łódź Chojny_o,15
Pabianice_i,1
Pabianice_o,10
Łask_i,1
Łask_o,8
Zduńska Wola_i,1
Zduńska Wola_o,13
Sieradz_i,1
Sieradz_o,30
Kalisz_i,1
Kalisz_o,16
Ostrów Wielkopolski_i,1
Ostrów Wielkopolski_o,30
Twardogóra_i,2
Twardogóra_o,14
Oleśnica Rataje_i,2
Oleśnica Rataje_o,19
Wrocław Nadodrze_i,3
Wrocław Nadodrze_o,4
Wrocław Mikołajów_i,2
Wrocław Mikołajów_o,5
Wrocław Główny_i,0
Wrocław Główny_o,501
