Station Name,Travel Time
Lublin Główny_i,0
Lublin Główny_o,5
Lublin Zachodni_i,1
Lublin Zachodni_o,12
Nałęczów_i,1
Nałęczów_o,10
Puławy Miasto_i,1
Puławy Miasto_o,10
Dęblin_i,1
Dęblin_o,24
Pilawa_i,1
Pilawa_o,12
Otwock_i,1
Otwock_o,18
Warszawa Wschodnia_i,2
Warszawa Wschodnia_o,6
Warszawa Centralna_i,11
Warszawa Centralna_o,4
Warszawa Zachodnia_i,2
Warszawa Zachodnia_o,29
Sochaczew_i,1
Sochaczew_o,13
Łowicz Główny_i,1
Łowicz Główny_o,20
Kutno_i,1
Kutno_o,22
Koło_i,1
Koło_o,16
Konin_i,1
Konin_o,13
Słupca_i,1
Słupca_o,12
Września_i,1
Września_o,18
Swarzędz_i,1
Swarzędz_o,9
Poznań Główny_i,19
Poznań Główny_o,20
Opalenica_i,1
Opalenica_o,10
Nowy Tomyśl_i,1
Nowy Tomyśl_o,11
Zbąszyń_i,1
Zbąszyń_o,6
Zbąszynek_i,14
Zbąszynek_o,7
Babimost_i,1
Babimost_o,10
Sulechów_i,1
Sulechów_o,17
Zielona Góra Główna_i,0
Zielona Góra Główna_o,1523
