Station Name,Travel Time
Szczecin Główny_i,4
Szczecin Główny_o,13
Szczecin Dąbie_i,1
Szczecin Dąbie_o,22
Stargard_i,1
Stargard_o,16
Chociwel_i,1
Chociwel_o,11
Runowo Pomorskie_i,1
Runowo Pomorskie_o,8
Łobez_i,1
Łobez_o,13
Świdwin_i,1
Świdwin_o,21
Białogard_i,1
Białogard_o,16
Koszalin_i,1
Koszalin_o,25
Sławno_i,1
Sławno_o,16
Słupsk_i,1
Słupsk_o,45
Lębork_i,1
Lębork_o,22
Wejherowo_i,1
Wejherowo_o,9
Rumia_i,1
Rumia_o,10
Gdynia Główna_i,14
Gdynia Główna_o,8
Sopot_i,2
Sopot_o,3
Gdańsk Oliwa_i,1
Gdańsk Oliwa_o,4
Gdańsk Wrzeszcz_i,1
Gdańsk Wrzeszcz_o,4
Gdańsk Główny_i,2
Gdańsk Główny_o,19
Tczew_i,2
Tczew_o,12
Malbork_i,5
Malbork_o,20
Elbląg_i,1
Elbląg_o,17
Pasłęk_i,1
Pasłęk_o,23
Morąg_i,6
Morąg_o,36
Olsztyn Zachodni_i,2
Olsztyn Zachodni_o,3
Olsztyn Główny_i,0
Olsztyn Główny_o,1458
