Station Name,Travel Time
Kraków Główny_i,8
Kraków Główny_o,31
Miechów_i,1
Miechów_o,35
Włoszczowa Północ_i,4
Włoszczowa Północ_o,29
Opoczno Południe_i,3
Opoczno Południe_o,26
Tomaszów Mazowiecki_i,2
Tomaszów Mazowiecki_o,20
Koluszki_i,1
Koluszki_o,20
Skierniewice_i,1
Skierniewice_o,11
Żyrardów_i,1
Żyrardów_o,8
Grodzisk Mazowiecki_i,1
Grodzisk Mazowiecki_o,14
Warszawa Zachodnia_i,2
Warszawa Zachodnia_o,5
Warszawa Centralna_i,7
Warszawa Centralna_o,6
Warszawa Wschodnia_i,3
Warszawa Wschodnia_o,13
Legionowo_i,2
Legionowo_o,8
Nowy Dwór Mazowiecki_i,2
Nowy Dwór Mazowiecki_o,30
Ciechanów_i,1
Ciechanów_o,16
Mława_i,1
Mława_o,9
Działdowo_i,1
Działdowo_o,31
Iława Główna_i,2
Iława Główna_o,17
Prabuty_i,1
Prabuty_o,18
Malbork_i,1
Malbork_o,11
Tczew_i,1
Tczew_o,16
Gdańsk Główny_i,3
Gdańsk Główny_o,4
Gdańsk Wrzeszcz_i,2
Gdańsk Wrzeszcz_o,3
Gdańsk Oliwa_i,2
Gdańsk Oliwa_o,3
Sopot_i,2
Sopot_o,8
Gdynia Główna_i,9
Gdynia Główna_o,1043
