Station Name,Travel Time
Gdańsk Główny_i,25
Gdańsk Główny_o,4
Gdańsk Wrzeszcz_i,2
Gdańsk Wrzeszcz_o,4
Gdańsk Oliwa_i,1
Gdańsk Oliwa_o,3
Sopot_i,2
Sopot_o,8
Gdynia Główna_i,3
Gdynia Główna_o,10
Rumia_i,1
Rumia_o,9
Wejherowo_i,1
Wejherowo_o,21
Lębork_i,5
Lębork_o,66
Słupsk_i,1
Słupsk_o,16
Sławno_i,1
Sławno_o,22
Koszalin_i,1
Koszalin_o,15
Białogard_i,1
Białogard_o,18
Świdwin_i,1
Świdwin_o,12
Łobez_i,1
Łobez_o,7
Runowo Pomorskie_i,1
Runowo Pomorskie_o,10
Chociwel_i,1
Chociwel_o,16
Stargard_i,1
Stargard_o,21
Szczecin Dąbie_i,1
Szczecin Dąbie_o,12
Szczecin Główny_i,14
Szczecin Główny_o,447
