Station Name,Travel Time
Poznań Główny_i,0
Poznań Główny_o,21
Środa Wielkopolska_i,1
Środa Wielkopolska_o,19
Jarocin_i,1
Jarocin_o,11
Pleszew_i,1
Pleszew_o,17
Ostrów Wielkopolski_i,1
Ostrów Wielkopolski_o,16
Ostrzeszów_i,1
Ostrzeszów_o,14
Kępno_i,2
Kępno_o,16
Byczyna Kluczborska_i,1
Byczyna Kluczborska_o,11
Kluczbork_i,1
Kluczbork_o,13
Olesno Śląskie_i,1
Olesno Śląskie_o,18
Lubliniec_i,1
Lubliniec_o,20
Częstochowa Stradom_i,14
Częstochowa Stradom_o,21
Myszków_i,3
Myszków_o,8
Zawiercie_i,1
Zawiercie_o,24
Jaworzno Szczakowa_i,4
Jaworzno Szczakowa_o,9
Trzebinia_i,2
Trzebinia_o,7
Krzeszowice_i,2
Krzeszowice_o,15
Kraków Główny_i,7
Kraków Główny_o,1556
