Station Name,Travel Time
Ostrowiec Świętokrzyski_i,0
Ostrowiec Świętokrzyski_o,19
Starachowice Wschodnie_i,1
Starachowice Wschodnie_o,10
Skarżysko Kościelne_i,1
Skarżysko Kościelne_o,29
Radom Główny_i,7
Radom Główny_o,27
Warka_i,1
Warka_o,18
Piaseczno_i,1
Piaseczno_o,8
Warszawa Służewiec_i,1
Warszawa Służewiec_o,8
Warszawa Zachodnia (Peron 9)_i,1
Warszawa Zachodnia (Peron 9)_o,3
Warszawa Młynów_i,1
Warszawa Młynów_o,4
Warszawa Gdańska_i,4
Warszawa Gdańska_o,849
