Station Name,Travel Time
Katowice_i,0
Katowice_o,9
Sosnowiec Główny_i,1
Sosnowiec Główny_o,6
Będzin Miasto_i,1
Będzin Miasto_o,3
Dąbrowa Górnicza_i,2
Dąbrowa Górnicza_o,15
Zawiercie_i,3
Zawiercie_o,34
Włoszczowa_i,1
Włoszczowa_o,32
Kielce_i,10
Kielce_o,26
Suchedniów_i,1
Suchedniów_o,6
Skarżysko Kamienna_i,2
Skarżysko Kamienna_o,26
Radom Główny_i,4
Radom Główny_o,14
Pionki Zachodnie_i,1
Pionki Zachodnie_o,31
Puławy Miasto_i,1
Puławy Miasto_o,11
Nałęczów_i,1
Nałęczów_o,13
Lublin Zachodni_i,1
Lublin Zachodni_o,4
Lublin Główny_i,0
Lublin Główny_o,1621
