Station Name,Travel Time
Szczecin Główny_i,18
Szczecin Główny_o,15
Szczecin Dąbie_i,3
Szczecin Dąbie_o,23
Stargard_i,6
Stargard_o,26
Choszczno_i,1
Choszczno_o,26
Dobiegniew_i,1
Dobiegniew_o,15
Krzyż_i,1
Krzyż_o,19
Wronki_i,1
Wronki_o,9
Szamotuły_i,1
Szamotuły_o,17
Poznań Główny_i,3
Poznań Główny_o,20
Środa Wielkopolska_i,1
Środa Wielkopolska_o,18
Jarocin_i,1
Jarocin_o,11
Pleszew_i,1
Pleszew_o,31
Kalisz_i,0
Kalisz_o,31
Sieradz_i,1
Sieradz_o,12
Zduńska Wola_i,1
Zduńska Wola_o,8
Łask_i,1
Łask_o,10
Pabianice_i,1
Pabianice_o,7
Łódź Retkinia_i,0
Łódź Retkinia_o,5
Łódź Kaliska_i,0
Łódź Kaliska_o,1548
