Station Name,Travel Time
Jelenia Góra_i,0
Jelenia Góra_o,14
Janowice Wielkie_i,1
Janowice Wielkie_o,15
Sędzisław_i,1
Sędzisław_o,17
Wałbrzych Główny_i,1
Wałbrzych Główny_o,7
Jedlina-Zdrój_i,6
Jedlina-Zdrój_o,30
Nowa Ruda_i,1
Nowa Ruda_o,17
Kłodzko Główne_i,1
Kłodzko Główne_o,2
Kłodzko Miasto_i,8
Kłodzko Miasto_o,2
Kłodzko Główne_i,1
Kłodzko Główne_o,8
Bardo Śląskie_i,1
Bardo Śląskie_o,9
Kamieniec Ząbkowicki_i,1
Kamieniec Ząbkowicki_o,11
Paczków_i,1
Paczków_o,12
Otmuchów_i,1
Otmuchów_o,21
Nysa_i,1
Nysa_o,37
Prudnik_i,1
Prudnik_o,19
Głogówek_i,1
Głogówek_o,23
Kędzierzyn Koźle_i,3
Kędzierzyn Koźle_o,29
Gliwice_i,1
Gliwice_o,6
Zabrze_i,1
Zabrze_o,15
Katowice_i,6
Katowice_o,11
Mysłowice_i,1
Mysłowice_o,10
Jaworzno Szczakowa_i,1
Jaworzno Szczakowa_o,11
Trzebinia_i,6
Trzebinia_o,9
Krzeszowice_i,2
Krzeszowice_o,17
Kraków Główny_i,5
Kraków Główny_o,1435
