Station Name,Travel Time
Kraków Główny_i,0
Kraków Główny_o,31
Miechów_i,3
Miechów_o,34
Włoszczowa Północ_i,1
Włoszczowa Północ_o,25
Opoczno Południe_i,1
Opoczno Południe_o,26
Tomaszów Mazowiecki_i,1
Tomaszów Mazowiecki_o,28
Łódź Widzew_i,8
Łódź Widzew_o,9
Łódź Chojny_i,1
Łódź Chojny_o,6
Łódź Kaliska_i,2
Łódź Kaliska_o,4
Łódź Żabiniec_i,1
Łódź Żabiniec_o,5
Zgierz_i,7
Zgierz_o,15
Ozorków_i,0
Ozorków_o,6
Łęczyca_i,1
Łęczyca_o,22
Kutno_i,1
Kutno_o,31
Włocławek_i,5
Włocławek_o,20
Aleksandrów Kujawski_i,6
Aleksandrów Kujawski_o,13
Toruń Główny_i,2
Toruń Główny_o,17
Solec Kujawski_i,1
Solec Kujawski_o,8
Bydgoszcz Wschód_i,1
Bydgoszcz Wschód_o,3
Bydgoszcz Leśna_i,1
Bydgoszcz Leśna_o,5
Bydgoszcz Główna_i,0
Bydgoszcz Główna_o,1630
