Station Name,Travel Time
Szczecin Główny_i,9
Szczecin Główny_o,13
Szczecin Dąbie_i,1
Szczecin Dąbie_o,22
Stargard_i,2
Stargard_o,19
Chociwel_i,2
Chociwel_o,11
Runowo Pomorskie_i,1
Runowo Pomorskie_o,9
Łobez_i,1
Łobez_o,23
Świdwin_i,1
Świdwin_o,19
Białogard_i,1
Białogard_o,15
Koszalin_i,1
Koszalin_o,23
Sławno_i,2
Sławno_o,17
Słupsk_i,1
Słupsk_o,58
Lębork_i,8
Lębork_o,21
Wejherowo_i,1
Wejherowo_o,9
Rumia_i,1
Rumia_o,10
Gdynia Główna_i,4
Gdynia Główna_o,8
Sopot_i,1
Sopot_o,3
Gdańsk Oliwa_i,1
Gdańsk Oliwa_o,4
Gdańsk Wrzeszcz_i,1
Gdańsk Wrzeszcz_o,4
Gdańsk Główny_i,2
Gdańsk Główny_o,18
Tczew_i,13
Tczew_o,12
Malbork_i,1
Malbork_o,21
Prabuty_i,1
Prabuty_o,19
Iława Główna_i,28
Iława Główna_o,22
Ostróda_i,1
Ostróda_o,29
Olsztyn Zachodni_i,1
Olsztyn Zachodni_o,4
Olsztyn Główny_i,0
Olsztyn Główny_o,1226
