Station Name,Travel Time
Szczecin Główny_i,0
Szczecin Główny_o,19
Gryfino_i,1
Gryfino_o,20
Chojna_i,1
Chojna_o,13
Mieszkowice_i,1
Mieszkowice_o,18
Kostrzyn_i,1
Kostrzyn_o,21
Rzepin_i,2
Rzepin_o,44
Zielona Góra Główna_i,2
Zielona Góra Główna_o,14
Nowa Sól_i,2
Nowa Sól_o,7
Bytom Odrzański_i,1
Bytom Odrzański_o,15
Głogów_i,1
Głogów_o,29
Lubin_i,1
Lubin_o,15
Legnica_i,3
Legnica_o,18
Środa Śląska_i,1
Środa Śląska_o,11
Wrocław Leśnica_i,1
Wrocław Leśnica_o,12
Wrocław Główny_i,13
Wrocław Główny_o,20
Oława_i,3
Oława_o,9
Brzeg_i,1
Brzeg_o,27
Opole Główne_i,4
Opole Główne_o,33
Lubliniec_i,1
Lubliniec_o,21
Częstochowa Stradom_i,2
Częstochowa Stradom_o,28
Koniecpol_i,4
Koniecpol_o,18
Włoszczowa_i,4
Włoszczowa_o,35
Kielce_i,20
Kielce_o,26
Suchedniów_i,1
Suchedniów_o,7
Skarżysko Kamienna_i,2
Skarżysko Kamienna_o,28
Radom Główny_i,2
Radom Główny_o,14
Pionki Zachodnie_i,1
Pionki Zachodnie_o,32
Puławy Miasto_i,1
Puławy Miasto_o,12
Nałęczów_i,1
Nałęczów_o,14
Lublin Zachodni_i,1
Lublin Zachodni_o,5
Lublin Główny_i,0
Lublin Główny_o,1206
