Station Name,Travel Time
Kraków Główny_i,0
Kraków Główny_o,29
Miechów_i,3
Miechów_o,37
Włoszczowa Północ_i,1
Włoszczowa Północ_o,25
Opoczno Południe_i,1
Opoczno Południe_o,25
Tomaszów Mazowiecki_i,1
Tomaszów Mazowiecki_o,28
Łódź Widzew_i,7
Łódź Widzew_o,9
Łódź Chojny_i,1
Łódź Chojny_o,8
Łódź Retkinia_i,0
Łódź Retkinia_o,7
Pabianice_i,2
Pabianice_o,10
Łask_i,2
Łask_o,7
Zduńska Wola_i,2
Zduńska Wola_o,12
Sieradz_i,1
Sieradz_o,30
Kalisz_i,1
Kalisz_o,29
Pleszew_i,1
Pleszew_o,12
Jarocin_i,7
Jarocin_o,18
Środa Wielkopolska_i,1
Środa Wielkopolska_o,21
Poznań Główny_i,0
Poznań Główny_o,1433
