Station Name,Travel Time
Warszawa Gdańska                 ,4
Warszawa Młynów                  ,2
Warszawa Zachodnia (Peron 9)     ,8
Warszawa Służewiec               ,8
Piaseczno                        ,18
Warka                            ,27
Radom Główny                     ,32
Skarżysko Kościelne              ,10
Starachowice Wschodnie           ,19
Ostrowiec Świętokrzyski          ,0541
