Station Name,Travel Time
Białystok_i,0
Białystok_o,5
Białystok Zielone Wzgórza_i,1
Białystok Zielone Wzgórza_o,30
Mońki_i,2
Mońki_o,11
Osowiec_i,1
Osowiec_o,17
Grajewo_i,1
Grajewo_o,18
Ełk_i,25
Ełk_o,33
Biała Piska_i,1
Biała Piska_o,15
Pisz_i,1
Pisz_o,11
Ruciane Nida_i,1
Ruciane Nida_o,28
Szczytno_i,1
Szczytno_o,35
Olsztyn Główny_i,29
Olsztyn Główny_o,3
Olsztyn Zachodni_i,1
Olsztyn Zachodni_o,34
Morąg_i,1
Morąg_o,23
Pasłęk_i,6
Pasłęk_o,18
Elbląg_i,1
Elbląg_o,20
Malbork_i,8
Malbork_o,12
Tczew_i,1
Tczew_o,18
Gdańsk Główny_i,3
Gdańsk Główny_o,4
Gdańsk Wrzeszcz_i,1
Gdańsk Wrzeszcz_o,3
Gdańsk Oliwa_i,1
Gdańsk Oliwa_o,3
Sopot_i,1
Sopot_o,8
Gdynia Główna_i,3
Gdynia Główna_o,10
Rumia_i,1
Rumia_o,9
Wejherowo_i,3
Wejherowo_o,22
Lębork_i,1
Lębork_o,53
Słupsk_i,1
Słupsk_o,17
Sławno_i,1
Sławno_o,31
Koszalin_i,7
Koszalin_o,15
Białogard_i,1
Białogard_o,19
Świdwin_i,1
Świdwin_o,14
Łobez_i,8
Łobez_o,8
Runowo Pomorskie_i,1
Runowo Pomorskie_o,11
Chociwel_i,1
Chociwel_o,20
Stargard_i,1
Stargard_o,21
Szczecin Dąbie_i,3
Szczecin Dąbie_o,12
Szczecin Główny_i,26
Szczecin Główny_o,522
