Station Name,Travel Time
Zielona Góra Główna_i,0
Zielona Góra Główna_o,17
Sulechów_i,1
Sulechów_o,10
Babimost_i,1
Babimost_o,7
Zbąszynek_i,20
Zbąszynek_o,6
Zbąszyń_i,1
Zbąszyń_o,9
Nowy Tomyśl_i,1
Nowy Tomyśl_o,10
Opalenica_i,2
Opalenica_o,22
Poznań Główny_i,18
Poznań Główny_o,10
Swarzędz_i,1
Swarzędz_o,19
Września_i,1
Września_o,12
Słupca_i,1
Słupca_o,13
Konin_i,1
Konin_o,15
Koło_i,1
Koło_o,22
Kutno_i,1
Kutno_o,20
Łowicz Główny_i,1
Łowicz Główny_o,12
Sochaczew_i,1
Sochaczew_o,27
Warszawa Zachodnia_i,2
Warszawa Zachodnia_o,4
Warszawa Centralna_i,9
Warszawa Centralna_o,6
Warszawa Wschodnia_i,3
Warszawa Wschodnia_o,1529
