Station Name,Travel Time
Warszawa Wschodnia_i,5
Warszawa Wschodnia_o,6
Warszawa Centralna_i,7
Warszawa Centralna_o,4
Warszawa Zachodnia_i,2
Warszawa Zachodnia_o,13
Grodzisk Mazowiecki_i,1
Grodzisk Mazowiecki_o,40
Opoczno Południe_i,1
Opoczno Południe_o,27
Włoszczowa Północ_i,1
Włoszczowa Północ_o,32
Zawiercie_i,1
Zawiercie_o,17
Dąbrowa Górnicza_i,1
Dąbrowa Górnicza_o,10
Sosnowiec Główny_i,1
Sosnowiec Główny_o,9
Katowice_i,7
Katowice_o,15
Tychy_i,1
Tychy_o,26
Rybnik_i,1
Rybnik_o,13
Wodzisław Śląski_i,1
Wodzisław Śląski_o,17
Chałupki_i,6
Chałupki_o,6
Bohumín_i,0
Bohumín_o,509
