Station Name,Travel Time
Gdynia Główna_i,0
Gdynia Główna_o,8
Sopot_i,2
Sopot_o,3
Gdańsk Oliwa_i,1
Gdańsk Oliwa_o,4
Gdańsk Wrzeszcz_i,1
Gdańsk Wrzeszcz_o,4
Gdańsk Główny_i,2
Gdańsk Główny_o,6
Pruszcz Gdański_i,0
Pruszcz Gdański_o,10
Tczew_i,1
Tczew_o,22
Smętowo_i,0
Smętowo_o,17
Laskowice Pomorskie_i,1
Laskowice Pomorskie_o,30
Bydgoszcz Główna_i,10
Bydgoszcz Główna_o,4
Bydgoszcz Leśna_i,1
Bydgoszcz Leśna_o,3
Bydgoszcz Wschód_i,1
Bydgoszcz Wschód_o,8
Solec Kujawski_i,1
Solec Kujawski_o,18
Toruń Główny_i,2
Toruń Główny_o,11
Aleksandrów Kujawski_i,1
Aleksandrów Kujawski_o,19
Włocławek_i,1
Włocławek_o,33
Kutno_i,1
Kutno_o,22
Łęczyca_i,1
Łęczyca_o,6
Ozorków_i,0
Ozorków_o,15
Zgierz_i,1
Zgierz_o,6
Łódź Żabiniec_i,1
Łódź Żabiniec_o,5
Łódź Kaliska_i,2
Łódź Kaliska_o,5
Łódź Pabianicka_i,0
Łódź Pabianicka_o,3
Łódź Chojny_i,1
Łódź Chojny_o,3
Łódź Dąbrowa_i,0
Łódź Dąbrowa_o,5
Łódź Widzew_i,3
Łódź Widzew_o,29
Tomaszów Mazowiecki_i,1
Tomaszów Mazowiecki_o,28
Opoczno Południe_i,2
Opoczno Południe_o,27
Włoszczowa Północ_i,1
Włoszczowa Północ_o,34
Miechów_i,5
Miechów_o,30
Kraków Główny_i,18
Kraków Główny_o,33
Kalwaria Zebrzydowska Lanckorona_i,2
Kalwaria Zebrzydowska Lanckorona_o,23
Sucha Beskidzka Zamek_i,1
Sucha Beskidzka Zamek_o,6
Maków Podhalański_i,1
Maków Podhalański_o,24
Chabówka Stadion_i,1
Chabówka Stadion_o,29
Nowy Targ_i,6
Nowy Targ_o,13
Poronin_i,5
Poronin_o,7
Zakopane_i,0
Zakopane_o,1052
