Station Name,Travel Time
Kraków Główny_i,7
Kraków Główny_o,15
Krzeszowice_i,2
Krzeszowice_o,8
Trzebinia_i,2
Trzebinia_o,9
Jaworzno Szczakowa_i,7
Jaworzno Szczakowa_o,26
Zawiercie_i,1
Zawiercie_o,7
Myszków_i,3
Myszków_o,22
Częstochowa Stradom_i,5
Częstochowa Stradom_o,21
Lubliniec_i,1
Lubliniec_o,18
Olesno Śląskie_i,1
Olesno Śląskie_o,14
Kluczbork_i,1
Kluczbork_o,11
Byczyna Kluczborska_i,0
Byczyna Kluczborska_o,17
Kępno_i,1
Kępno_o,12
Ostrzeszów_i,1
Ostrzeszów_o,16
Ostrów Wielkopolski_i,1
Ostrów Wielkopolski_o,18
Pleszew_i,1
Pleszew_o,12
Jarocin_i,1
Jarocin_o,23
Środa Wielkopolska_i,1
Środa Wielkopolska_o,37
Poznań Główny_i,0
Poznań Główny_o,1716
