Station Name,Travel Time
Łódź Fabryczna_i,34
Łódź Fabryczna_o,6
Łódź Widzew_i,1
Łódź Widzew_o,13
Koluszki_i,1
Koluszki_o,18
Skierniewice_i,1
Skierniewice_o,12
Żyrardów_i,1
Żyrardów_o,28
Warszawa Gdańska_i,5
Warszawa Gdańska_o,10
Warszawa Wschodnia_i,18
Warszawa Wschodnia_o,33
Mińsk Mazowiecki_i,1
Mińsk Mazowiecki_o,9
Mrozy_i,1
Mrozy_o,14
Siedlce Zachodnie_i,1
Siedlce Zachodnie_o,3
Siedlce_i,1
Siedlce_o,13
Łuków_i,2
Łuków_o,12
Międzyrzec Podlaski_i,1
Międzyrzec Podlaski_o,11
Biała Podlaska_i,1
Biała Podlaska_o,10
Chotyłów_i,0
Chotyłów_o,8
Małaszewicze Przystanek_i,0
Małaszewicze Przystanek_o,7
Terespol_i,0
Terespol_o,451
