Station Name,Travel Time
Warszawa Wschodnia_i,5
Warszawa Wschodnia_o,6
Warszawa Centralna_i,5
Warszawa Centralna_o,4
Warszawa Zachodnia_i,2
Warszawa Zachodnia_o,79
Włoszczowa Północ_i,1
Włoszczowa Północ_o,32
Zawiercie_i,1
Zawiercie_o,16
Dąbrowa Górnicza_i,1
Dąbrowa Górnicza_o,10
Sosnowiec Główny_i,1
Sosnowiec Główny_o,9
Katowice_i,5
Katowice_o,15
Tychy_i,1
Tychy_o,19
Pszczyna_i,1
Pszczyna_o,9
Czechowice-Dziedzice_i,3
Czechowice-Dziedzice_o,10
Bielsko-Biała Główna_i,0
Bielsko-Biała Główna_o,1508
