Station Name,Travel Time
Białystok_i,0
Białystok_o,5
Białystok Zielone Wzgórza_i,1
Białystok Zielone Wzgórza_o,35
Bielsk Podlaski_i,2
Bielsk Podlaski_o,20
Hajnówka_i,2
Hajnówka_o,18
Czeremcha_i,1
Czeremcha_o,13
Nurzec_i,1
Nurzec_o,10
Siemiatycze_i,1
Siemiatycze_o,6
Sarnaki_i,1
Sarnaki_o,11
Niemojki_i,1
Niemojki_o,22
Siedlce_i,25
Siedlce_o,3
Siedlce Zachodnie_i,1
Siedlce Zachodnie_o,17
Mrozy_i,1
Mrozy_o,11
Mińsk Mazowiecki_i,4
Mińsk Mazowiecki_o,22
Warszawa Wschodnia_i,1
Warszawa Wschodnia_o,6
Warszawa Centralna_i,5
Warszawa Centralna_o,4
Warszawa Zachodnia_i,6
Warszawa Zachodnia_o,550
