Station Name,Travel Time
Bydgoszcz Główna_i,0
Bydgoszcz Główna_o,28
Inowrocław_i,1
Inowrocław_o,17
Mogilno_i,1
Mogilno_o,16
Gniezno_i,1
Gniezno_o,30
Poznań Główny_i,11
Poznań Główny_o,24
Kościan_i,1
Kościan_o,15
Leszno_i,1
Leszno_o,18
Rawicz_i,1
Rawicz_o,9
Żmigród_i,1
Żmigród_o,12
Oborniki Śląskie_i,1
Oborniki Śląskie_o,13
Wrocław Mikołajów_i,2
Wrocław Mikołajów_o,5
Wrocław Główny_i,20
Wrocław Główny_o,19
Oława_i,1
Oława_o,10
Brzeg_i,8
Brzeg_o,23
Opole Główne_i,5
Opole Główne_o,12
Gogolin_i,1
Gogolin_o,7
Zdzieszowice_i,1
Zdzieszowice_o,7
Kędzierzyn Koźle_i,5
Kędzierzyn Koźle_o,15
Kuźnia Raciborska_i,1
Kuźnia Raciborska_o,22
Rybnik_i,9
Rybnik_o,10
Żory_i,1
Żory_o,31
Czechowice-Dziedzice_i,1
Czechowice-Dziedzice_o,10
Bielsko-Biała Główna_i,0
Bielsko-Biała Główna_o,454
