Station Name,Travel Time
Gdynia Główna_i,5
Gdynia Główna_o,8
Sopot_i,2
Sopot_o,4
Gdańsk Oliwa_i,2
Gdańsk Oliwa_o,4
Gdańsk Wrzeszcz_i,2
Gdańsk Wrzeszcz_o,5
Gdańsk Główny_i,3
Gdańsk Główny_o,18
Tczew_i,2
Tczew_o,12
Malbork_i,2
Malbork_o,21
Prabuty_i,8
Prabuty_o,19
Iława Główna_i,2
Iława Główna_o,32
Działdowo_i,2
Działdowo_o,10
Mława_i,1
Mława_o,16
Ciechanów_i,1
Ciechanów_o,30
Nowy Dwór Mazowiecki_i,2
Nowy Dwór Mazowiecki_o,8
Legionowo_i,2
Legionowo_o,13
Warszawa Gdańska_i,5
Warszawa Gdańska_o,31
Żyrardów_i,1
Żyrardów_o,13
Skierniewice_i,1
Skierniewice_o,1908
