Station Name,Travel Time
Kraków Główny_i,10
Kraków Główny_o,28
Miechów_i,2
Miechów_o,36
Włoszczowa Północ_i,2
Włoszczowa Północ_o,27
Opoczno Południe_i,1
Opoczno Południe_o,25
Tomaszów Mazowiecki_i,2
Tomaszów Mazowiecki_o,28
Łódź Widzew_i,11
Łódź Widzew_o,8
Łódź Chojny_i,1
Łódź Chojny_o,6
Łódź Kaliska_i,3
Łódź Kaliska_o,4
Łódź Żabiniec_i,1
Łódź Żabiniec_o,5
Zgierz_i,1
Zgierz_o,15
Ozorków_i,0
Ozorków_o,7
Łęczyca_i,1
Łęczyca_o,23
Kutno_i,1
Kutno_o,22
Koło_i,1
Koło_o,15
Konin_i,1
Konin_o,12
Słupca_i,1
Słupca_o,12
Września_i,1
Września_o,18
Swarzędz_i,1
Swarzędz_o,12
Poznań Główny_i,0
Poznań Główny_o,558
