Station Name,Travel Time
Jelenia Góra_i,0
Jelenia Góra_o,15
Janowice Wielkie_i,3
Janowice Wielkie_o,13
Sędzisław_i,1
Sędzisław_o,16
Wałbrzych Główny_i,7
Wałbrzych Główny_o,10
Wałbrzych Miasto_i,1
Wałbrzych Miasto_o,13
Świebodzice_i,1
Świebodzice_o,6
Jaworzyna Śląska_i,1
Jaworzyna Śląska_o,32
Wrocław Główny_i,26
Wrocław Główny_o,16
Oborniki Śląskie_i,2
Oborniki Śląskie_o,11
Żmigród_i,2
Żmigród_o,9
Rawicz_i,1
Rawicz_o,16
Leszno_i,1
Leszno_o,13
Kościan_i,1
Kościan_o,25
Poznań Główny_i,21
Poznań Główny_o,27
Gniezno_i,2
Gniezno_o,16
Mogilno_i,1
Mogilno_o,16
Inowrocław_i,1
Inowrocław_o,26
Bydgoszcz Główna_i,3
Bydgoszcz Główna_o,30
Laskowice Pomorskie_i,1
Laskowice Pomorskie_o,44
Tczew_i,2
Tczew_o,16
Gdańsk Główny_i,3
Gdańsk Główny_o,4
Gdańsk Wrzeszcz_i,2
Gdańsk Wrzeszcz_o,3
Gdańsk Oliwa_i,1
Gdańsk Oliwa_o,3
Sopot_i,2
Sopot_o,8
Gdynia Główna_i,7
Gdynia Główna_o,1513
