Station Name,Travel Time
Bielsko-Biała Główna_i,0
Bielsko-Biała Główna_o,10
Czechowice-Dziedzice_i,1
Czechowice-Dziedzice_o,8
Pszczyna_i,1
Pszczyna_o,18
Tychy_i,1
Tychy_o,13
Katowice_i,3
Katowice_o,9
Sosnowiec Główny_i,1
Sosnowiec Główny_o,7
Będzin Miasto_i,0
Będzin Miasto_o,3
Dąbrowa Górnicza_i,5
Dąbrowa Górnicza_o,17
Zawiercie_i,4
Zawiercie_o,7
Myszków_i,1
Myszków_o,16
Częstochowa_i,3
Częstochowa_o,23
Radomsko_i,1
Radomsko_o,26
Piotrków Trybunalski_i,1
Piotrków Trybunalski_o,23
Koluszki_i,1
Koluszki_o,20
Skierniewice_i,1
Skierniewice_o,10
Żyrardów_i,1
Żyrardów_o,18
Warszawa Zachodnia_i,2
Warszawa Zachodnia_o,5
Warszawa Centralna_i,20
Warszawa Centralna_o,6
Warszawa Wschodnia_i,3
Warszawa Wschodnia_o,18
Wołomin_i,1
Wołomin_o,9
Tłuszcz_i,1
Tłuszcz_o,11
Łochów_i,1
Łochów_o,14
Małkinia_i,1
Małkinia_o,12
Czyżew_i,1
Czyżew_o,11
Szepietowo_i,1
Szepietowo_o,20
Łapy_i,1
Łapy_o,14
Białystok Zielone Wzgórza_i,1
Białystok Zielone Wzgórza_o,4
Białystok_i,0
Białystok_o,900
