Station Name,Travel Time
Bielsko-Biała Główna_i,0
Bielsko-Biała Główna_o,10
Czechowice-Dziedzice_i,1
Czechowice-Dziedzice_o,8
Pszczyna_i,1
Pszczyna_o,18
Tychy_i,9
Tychy_o,13
Katowice_i,4
Katowice_o,9
Sosnowiec Główny_i,1
Sosnowiec Główny_o,6
Będzin Miasto_i,0
Będzin Miasto_o,3
Dąbrowa Górnicza_i,1
Dąbrowa Górnicza_o,15
Zawiercie_i,1
Zawiercie_o,8
Myszków_i,1
Myszków_o,16
Częstochowa_i,6
Częstochowa_o,23
Radomsko_i,1
Radomsko_o,25
Piotrków Trybunalski_i,1
Piotrków Trybunalski_o,22
Koluszki_i,1
Koluszki_o,18
Skierniewice_i,1
Skierniewice_o,10
Żyrardów_i,1
Żyrardów_o,19
Warszawa Zachodnia_i,3
Warszawa Zachodnia_o,5
Warszawa Centralna_i,2
Warszawa Centralna_o,6
Warszawa Wschodnia_i,3
Warszawa Wschodnia_o,1750
